5, 135.90468727333837, -22.52101211811099, -50.0
16, 170.0, 3.4550548589149987e-15, -50.0
20, 19.42540014068282, -58.5250511108145, -50.0
12, 59.21026697116783, 41.56076257015931, -50.0
24, 19.425400140682793, 58.52505111081447, -50.0
8, 59.21026697116785, -41.56076257015933, -50.0
17, 168.49160663417769, -29.498704231103645, -50.0
1, 90.0, 50.0, -50.0
19, 90.00000000000004, -79.99999999999999, -50.0
22, 10.000000000000002, -1.0365164576744996e-14, -50.0
23, 11.508393365822327, 29.498704231103662, -50.0
6, 120.78973302883215, -41.56076257015933, -50.0
11, 44.09531272666164, 22.521012118111006, -50.0
9, 44.095312726661646, -22.52101211811102, -50.0
14, 160.57459985931717, 58.525051110814516, -50.0
3, 135.90468727333837, 22.521012118111006, -50.0
7, 90.00000000000001, -50.0, -50.0
4, 140.0, 2.6875555835619518e-15, -50.0
13, 90.0, 79.99999999999999, -50.0
15, 168.49160663417766, 29.498704231103662, -50.0
2, 120.78973302883215, 41.56076257015933, -50.0
10, 40.00000000000001, -8.062666750685855e-15, -50.0
18, 160.57459985931717, -58.525051110814516, -50.0
21, 11.508393365822327, -29.498704231103687, -50.0
