1, 301.000000, 75.560000, -100.0
2, 262.453566, 71.991024, -100.0
3, 241.136926, 64.088905, -100.0
4, 229.446551, 54.665057, -100.0
5, 221.865479, 44.681060, -100.0
6, 216.174767, 34.466574, -100.0
7, 211.394544, 24.164374, -100.0
8, 207.008292, 13.855141, -100.0
9, 202.680454, 3.599998, -100.0
10, 198.133591, -6.539432, -100.0
11, 193.076285, -16.485628, -100.0
12, 187.139805, -26.125855, -100.0
13, 179.802862, -35.280422, -100.0
14, 170.305063, -43.646262, -100.0
15, 157.634886, -50.704703, -100.0
16, 140.954968, -55.631818, -100.0
17, 121.000000, -57.440000, -100.0
18, 101.045032, -55.631818, -100.0
19, 84.365114, -50.704703, -100.0
20, 71.694937, -43.646262, -100.0
21, 62.197138, -35.280422, -100.0
22, 54.860195, -26.125855, -100.0
23, 48.923715, -16.485628, -100.0
24, 43.866409, -6.539432, -100.0
25, 39.319546, 3.599998, -100.0
26, 34.991708, 13.855141, -100.0
27, 30.605456, 24.164374, -100.0
28, 25.825233, 34.466574, -100.0
29, 20.134521, 44.681060, -100.0
30, 12.553449, 54.665057, -100.0
31, 0.863074, 64.088905, -100.0
32, 339.546434, 71.991024, -100.0
33, 301.000000, 75.560000, -150.0
34, 262.453566, 71.991024, -150.0
35, 241.136926, 64.088905, -150.0
36, 229.446551, 54.665057, -150.0
37, 221.865479, 44.681060, -150.0
38, 216.174767, 34.466574, -150.0
39, 211.394544, 24.164374, -150.0
40, 207.008292, 13.855141, -150.0
41, 202.680454, 3.599998, -150.0
42, 198.133591, -6.539432, -150.0
43, 193.076285, -16.485628, -150.0
44, 187.139805, -26.125855, -150.0
45, 179.802862, -35.280422, -150.0
46, 170.305063, -43.646262, -150.0
47, 157.634886, -50.704703, -150.0
48, 140.954968, -55.631818, -150.0
49, 121.000000, -57.440000, -150.0
50, 101.045032, -55.631818, -150.0
51, 84.365114, -50.704703, -150.0
52, 71.694937, -43.646262, -150.0
53, 62.197138, -35.280422, -150.0
54, 54.860195, -26.125855, -150.0
55, 48.923715, -16.485628, -150.0
56, 43.866409, -6.539432, -150.0
57, 39.319546, 3.599998, -150.0
58, 34.991708, 13.855141, -150.0
59, 30.605456, 24.164374, -150.0
60, 25.825233, 34.466574, -150.0
61, 20.134521, 44.681060, -150.0
62, 12.553449, 54.665057, -150.0
63, 0.863074, 64.088905, -150.0
64, 339.546434, 71.991024, -150.0
65, 301.000000, 75.560000, -200.0
66, 262.453566, 71.991024, -200.0
67, 241.136926, 64.088905, -200.0
68, 229.446551, 54.665057, -200.0
69, 221.865479, 44.681060, -200.0
70, 216.174767, 34.466574, -200.0
71, 211.394544, 24.164374, -200.0
72, 207.008292, 13.855141, -200.0
73, 202.680454, 3.599998, -200.0
74, 198.133591, -6.539432, -200.0
75, 193.076285, -16.485628, -200.0
76, 187.139805, -26.125855, -200.0
77, 179.802862, -35.280422, -200.0
78, 170.305063, -43.646262, -200.0
79, 157.634886, -50.704703, -200.0
80, 140.954968, -55.631818, -200.0
81, 121.000000, -57.440000, -200.0
82, 101.045032, -55.631818, -200.0
83, 84.365114, -50.704703, -200.0
84, 71.694937, -43.646262, -200.0
85, 62.197138, -35.280422, -200.0
86, 54.860195, -26.125855, -200.0
87, 48.923715, -16.485628, -200.0
88, 43.866409, -6.539432, -200.0
89, 39.319546, 3.599998, -200.0
90, 34.991708, 13.855141, -200.0
91, 30.605456, 24.164374, -200.0
92, 25.825233, 34.466574, -200.0
93, 20.134521, 44.681060, -200.0
94, 12.553449, 54.665057, -200.0
95, 0.863074, 64.088905, -200.0
96, 339.546434, 71.991024, -200.0
