1, 195.466564, -53.393208, -100.0
2, 212.377830, -22.607896, -100.0
3, 241.276773, 32.701649, -100.0
4, 29.689797, -22.766972, -100.0
5, 212.317681, -22.749391, -100.0
6, 217.045802, -11.422603, -100.0
7, 202.538538, -43.057866, -100.0
8, 206.220722, -36.168575, -100.0
9, 224.347059, 5.343987, -100.0
10, 54.416147, -61.176618, -100.0
11, 202.876072, -42.470045, -100.0
12, 244.109132, 35.743366, -100.0
13, 242.315513, 33.859096, -100.0
14, -3.427017, 37.040619, -100.0
15, 202.930880, -42.373753, -100.0
16, 195.861759, -52.909379, -100.0
17, 197.184389, -51.214407, -100.0
18, 197.212976, -51.176454, -100.0
19, 210.124782, -27.810308, -100.0
